cord_key,lon,lat
0,40.48170808917749,-3.649938559194089
1,40.48170808917749,-3.649938559194089
2,40.48170808917749,-3.649938559194089
3,40.48170808917749,-3.649938559194089
4,40.48170808917749,-3.649938559194089
5,40.48170808917749,-3.649938559194089
6,40.48170808917749,-3.649938559194089
7,40.48170808917749,-3.649938559194089
8,40.48170808917749,-3.649938559194089
9,40.48170808917749,-3.649938559194089
10,40.48170808917749,-3.649938559194089
11,40.48170808917749,-3.649938559194089
12,40.48170808917749,-3.649938559194089
13,40.48170808917749,-3.649938559194089
14,40.48170808917749,-3.649938559194089
15,40.48170808917749,-3.649938559194089
16,40.48170808917749,-3.649938559194089
17,40.48170808917749,-3.649938559194089
18,40.48170808917749,-3.649938559194089
19,40.48170808917749,-3.649938559194089
20,40.48170808917749,-3.649938559194089
21,40.48170808917749,-3.649938559194089
22,40.48170808917749,-3.649938559194089
23,40.48170808917749,-3.649938559194089
24,40.48170808917749,-3.649938559194089
25,40.48170808917749,-3.649938559194089
26,40.48170808917749,-3.649938559194089
27,40.48170808917749,-3.649938559194089
28,40.48170808917749,-3.649938559194089
29,40.48170808917749,-3.649938559194089
30,40.48170808917749,-3.649938559194089
31,40.48170808917749,-3.649938559194089
32,40.48170808917749,-3.649938559194089
33,40.48170808917749,-3.649938559194089
34,40.48170808917749,-3.649938559194089
35,40.48170808917749,-3.649938559194089
36,40.48170808917749,-3.649938559194089
37,40.48170808917749,-3.649938559194089
38,40.48170808917749,-3.649938559194089
39,40.48170808917749,-3.649938559194089
40,40.48170808917749,-3.649938559194089
41,40.48170808917749,-3.649938559194089
42,40.48170808917749,-3.649938559194089
43,40.48170808917749,-3.649938559194089
44,40.48170808917749,-3.649938559194089
45,40.48170808917749,-3.649938559194089
46,40.48170808917749,-3.649938559194089
47,40.48170808917749,-3.649938559194089
48,40.48170808917749,-3.649938559194089
49,40.48170808917749,-3.649938559194089
50,40.48170808917749,-3.649938559194089
51,40.48170808917749,-3.649938559194089
52,40.48170808917749,-3.649938559194089
53,40.48170808917749,-3.649938559194089
54,40.48170808917749,-3.649938559194089
55,40.48170808917749,-3.649938559194089
56,40.48170808917749,-3.649938559194089
57,40.48170808917749,-3.649938559194089
58,40.48170808917749,-3.649938559194089
59,40.48170808917749,-3.649938559194089
60,40.48170808917749,-3.649938559194089
61,40.48170808917749,-3.649938559194089
62,40.48170808917749,-3.649938559194089
63,40.48170808917749,-3.649938559194089
64,40.48170808917749,-3.649938559194089
65,40.48170808917749,-3.649938559194089
66,40.48170808917749,-3.649938559194089
67,40.48170808917749,-3.649938559194089
68,40.48170808917749,-3.649938559194089
