ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
1,16.0,HORTALEZA,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,,,3,
2,1.0,CENTRO,CALL. TESORO / CALL. MINAS,,,18,
3,7.0,CHAMBERÍ,GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO,,,3,
4,6.0,TETUÁN,"CALL. PINOS ALTA, 93",,,93,
5,10.0,LATINA,CTRA. BARRIO DE LA FORTUNA / CALL. PINAR DE SAN JOSE,,,14,
6,9.0,MONCLOA-ARAVACA,"CTRA. CIUDAD UNIVERSITARIA, 0",,,0,
7,3.0,RETIRO,"AUTOV. M-30, 08NL00",,,08NL00,
8,13.0,PUENTE DE VALLECAS,"CALL. PUERTO ALTO, 48",,,48,
9,14.0,MORATALAZ,"AVDA. DOCTOR GARCIA TAPIA, 64",,,64,
10,11.0,CARABANCHEL,"AVDA. POBLADOS, 80",,,80,
11,1.0,CENTRO,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,,,1,
12,11.0,CARABANCHEL,"CALL. MARIA ODIAGA, 20",,,20,
13,4.0,SALAMANCA,CALL. CONDE DE PEÑALVER / CALL. PADILLA,,,64,
14,7.0,CHAMBERÍ,"PASEO. CASTELLANA, 33",,,33,
15,9.0,MONCLOA-ARAVACA,"CALL. SANCHEZ PRECIADO, 41",,,41,
16,5.0,CHAMARTÍN,"CALL. SERRANO, 203",,,203,
17,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. PARRA,,,159,
18,11.0,CARABANCHEL,CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS,,,2,
19,13.0,PUENTE DE VALLECAS,"CALL. AURORA IGLESIAS, 11",,,11,
20,19.0,VICÁLVARO,CMNO. VIEJO DE VICALVARO / AUTOV. M-40,,,7,
21,2.0,ARGANZUELA,PASEO. DELICIAS / CALL. VIZCAYA,,,28,
22,4.0,SALAMANCA,"CALL. ALMERIA, 8",,,8,
23,7.0,CHAMBERÍ,"CALL. ISAAC PERAL, 32",,,32,
24,19.0,VICÁLVARO,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,,,2,
25,8.0,FUENCARRAL-EL PARDO,CALL. LA CABRERA / CALL. CANDIDO MATEOS,,,2,
26,2.0,ARGANZUELA,"AVDA. PLANETARIO, 36",,,36,
27,3.0,RETIRO,"AVDA. MENENDEZ PELAYO, 20",,,20,
28,12.0,USERA,AVDA. LOS ROSALES / CALL. CORINDON,,,19,
29,2.0,ARGANZUELA,"CALL. MENDEZ ALVARO, 16",,,16,
30,4.0,SALAMANCA,"CALL. JOSE ORTEGA Y GASSET, 98",,,98,
31,5.0,CHAMARTÍN,CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE,,,2,
32,18.0,VILLA DE VALLECAS,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,,,24,
33,6.0,TETUÁN,"CALL. PAMPLONA, 15",,,15,
34,2.0,ARGANZUELA,"PASEO. IMPERIAL, 20",,,20,
35,21.0,BARAJAS,"AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS",,,0,
36,10.0,LATINA,"PASEO. EXTREMADURA, 302",,,302,
37,17.0,VILLAVERDE,GTA. LOZARES / AVDA. REAL DE PINTO,,,0,
38,8.0,FUENCARRAL-EL PARDO,AVDA. CARDENAL HERRERA ORIA / AUTOV. M-607,,,83,
39,21.0,BARAJAS,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,,,4,
40,4.0,SALAMANCA,"CALL. CLAUDIO COELLO, 55",,,55,
41,1.0,CENTRO,"PASEO. VIRGEN DEL PUERTO, 4",,,4,
42,20.0,SAN BLAS-CANILLEJAS,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,,,567,
43,13.0,PUENTE DE VALLECAS,"CALL. CERRO DE LA ALCAZABA, 11",,,11,
44,20.0,SAN BLAS-CANILLEJAS,CALL. MARSELLA / CALL. ZURICH,,,29,
45,11.0,CARABANCHEL,"CALL. SAN ANTOLIN, 1",,,1,
46,10.0,LATINA,CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN / CALL. CARAMUEL,,,4,
47,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. SAN PATRICIO,,,107,
48,16.0,HORTALEZA,CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL,,,4,
49,2.0,ARGANZUELA,"AUTOV. M-30, CALZADA INTERIOR PK 11.000",,,11NC00,
50,1.0,CENTRO,"CALL. HORTALEZA, 96",,,96,
51,2.0,ARGANZUELA,"CALL. EMBAJADORES, 181",,,181,
52,10.0,LATINA,AVDA. PESETA / CTRA. BARRIO DE LA FORTUNA,,,6,
53,6.0,TETUÁN,CALL. EMILIA / CALL. MONTOYA,,,40,
54,17.0,VILLAVERDE,PASEO. ALBERTO PALACIOS / CALL. ARENAS,,,35,
55,11.0,CARABANCHEL,"AVDA. CARABANCHEL ALTO, 61",,,61,
56,13.0,PUENTE DE VALLECAS,INCORPORACIÓN DE CONDE DE CASAL A M30 CALZADA EXTERIOR,,,08RT05,
57,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 08RT05",,,08RT05,
58,15.0,CIUDAD LINEAL,AVDA. DAROCA / CALL. NICOLAS SALMERON,,,105,
59,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / METRO. AVENIDA DE LA PAZ,,,1,
60,17.0,VILLAVERDE,"CALL. PRINCIPAL, 18",,,18,
61,13.0,PUENTE DE VALLECAS,"AUTOVIA A-3 PK 4,500 ( SENTIDO SALIDA DE MADRID )",,,14,
62,5.0,CHAMARTÍN,"CALL. PRINCIPE DE VERGARA, 122",,,122,
63,8.0,FUENCARRAL-EL PARDO,"CALL. VIRGEN DE ARANZAZU, 16",,,16,
64,19.0,VICÁLVARO,"BULEV. JOSE PRAT, 35",,,35,
65,12.0,USERA,CALL. CRISTO DE LA VICTORIA / CALL. CRISTO DE LA VEGA,,,86,
66,6.0,TETUÁN,PASEO. CASTELLANA / PLAZA. CUZCO,,,141,
67,13.0,PUENTE DE VALLECAS,CALL. CONVENIO / CALL. FRANCISCO LAGUNA,,,15,
68,17.0,VILLAVERDE,"AVDA. REAL DE PINTO, 108",,,108,
69,12.0,USERA,"CALL. CRISTO DE LA VICTORIA, 104",,,104,
70,12.0,USERA,"AUTOV. A-42, KM 3",,,+00500E,
71,3.0,RETIRO,CALL. DOCTOR ESQUERDO / AVDA. NAZARET,,,123,
72,6.0,TETUÁN,"CALL. BRAVO MURILLO, 154",,,154,
73,11.0,CARABANCHEL,CALL. ALCAUDON / CALL. CABO NICOLAS MUR,,,54,
74,3.0,RETIRO,AVDA. CIUDAD DE BARCELONA / AUTOV. M-30,,,113,
75,17.0,VILLAVERDE,"CALL. EDUARDO BARREIROS, 104",,,104,
76,12.0,USERA,AVENIDA DE ANDALUCIA CON M-30,,,1,
77,20.0,SAN BLAS-CANILLEJAS,"CALL. ALCALA, 728",,,728,
78,4.0,SALAMANCA,CALL. ALCALA / IDB. PUENTE DE VENTAS,,,235,
79,21.0,BARAJAS,CALL. ARTEMISA / Puente M-11,,,0,
80,7.0,CHAMBERÍ,CALL. FERNANDEZ DE LOS RIOS / CALL. ANDRES MELLADO,,,82,
81,8.0,FUENCARRAL-EL PARDO,AVDA. BETANZOS / CALL. CHANTADA,,,35,
82,20.0,SAN BLAS-CANILLEJAS,"CALL. ALCALA, 690A",,,690A,
83,12.0,USERA,"AUTOV. M-30, 14XL24",,,14XL24,
84,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 200",,,200,
85,12.0,USERA,CALL. VIRGEN DE LAS CRUCES / CALL. SAN MAXIMO,,,4,
86,13.0,PUENTE DE VALLECAS,"CALL. SAN CLAUDIO, 148",,,148,
87,18.0,VILLA DE VALLECAS,CALL. VILLAR DEL POZO / CALL. MUELA DE SAN JUAN,,,1,
88,11.0,CARABANCHEL,"CALL. VIA CARPETANA, 67",,,67,
89,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 298",,,298,
90,10.0,LATINA,"PASEO. EXTREMADURA, 21",,,21,
91,5.0,CHAMARTÍN,"AUTOV. M-30, 02NC20",,,02NC20,
92,4.0,SALAMANCA,"CALL. SERRANO, 56",,,56,
93,10.0,LATINA,CALL. BLAS CABRERA / CALL. OLIVA DE PLASENCIA,,,1,
94,20.0,SAN BLAS-CANILLEJAS,"PLAZA. ALSACIA, 1",,,1,
95,5.0,CHAMARTÍN,"CALL. POTOSI, 9",,,9,
96,7.0,CHAMBERÍ,CALL. ALBERTO AGUILERA / CALL. GAZTAMBIDE,,,74,
97,1.0,CENTRO,"CALL. ALCALA, 45",,,45,
98,16.0,HORTALEZA,CALL. SANTA VIRGILIA / CALL. ARCOS,,,3A,
99,7.0,CHAMBERÍ,"CALL. ALBERTO AGUILERA, 26",,,26,
100,4.0,SALAMANCA,"CALL. GOYA, 89",,,89,
101,4.0,SALAMANCA,CALL. JUAN BRAVO / CALL. CASTELLO,,,28,
102,11.0,CARABANCHEL,"AUTOV. A-42, +00500S",,,+00500S,
103,4.0,SALAMANCA,CALL. SERRANO / CALL. JOSE ORTEGA Y GASSET,,,74,
104,17.0,VILLAVERDE,CALL. BURJASOT / CALL. BENIFERRI,,,4,
105,21.0,BARAJAS,CALL. ARTEMISA / CALL. AERONAVE,,,0,
106,5.0,CHAMARTÍN,"CALL. JOAQUIN COSTA, 36",,,36,
107,7.0,CHAMBERÍ,CALL. PONZANO / CALL. JOSE ABASCAL,,,20,
108,16.0,HORTALEZA,CALL. JAVIER DEL QUINTO / GTA. SANDRO PERTINI,,,2,
109,15.0,CIUDAD LINEAL,CALL. HERMANOS GARCIA NOBLEJAS / CALL. SANTO DOMINGO SAVIO,,,66,
110,6.0,TETUÁN,CALL. SINESIO DELGADO / AVDA. ASTURIAS,,,1,
111,1.0,CENTRO,"RONDA. ATOCHA, 34",,,34,
112,14.0,MORATALAZ,"CALL. HACIENDA DE PAVONES, 256",,,256,
113,2.0,ARGANZUELA,CALL. RETAMA / CALL. ACANTO,,,5,
114,16.0,HORTALEZA,CTRA. ESTACION DE HORTALEZA / CALL. DOÑA GUIOMAR,,,11,
115,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 32XC20",,,32XC20,
116,17.0,VILLAVERDE,"CALL. DOMINGO PARRAGA, 86",,,86,
117,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 08RT07",,,08RT07,
118,15.0,CIUDAD LINEAL,"CALL. APOSTOL SANTIAGO, 6",,,6,
119,10.0,LATINA,"CALL. SESEÑA, 15",,,15,
120,14.0,MORATALAZ,CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO BELINCOSO,,,70,
121,3.0,RETIRO,CALL. ABTAO / CALL. GRANADA,,,5,
122,4.0,SALAMANCA,"AVDA. AMERICA, 32",,,32,
123,19.0,VICÁLVARO,CALL. VILLARDONDIEGO / CALL. VILLACARLOS,,,34,
124,12.0,USERA,CALL. AMOR HERMOSO / CALL. ANTONIO VELASCO ZAZO,,,100,
125,1.0,CENTRO,CALL. TOLEDO / CALL. CALATRAVA,,,105,
126,18.0,VILLA DE VALLECAS,CALL. GONZALEZ DAVILA / CTRA. VILLAVERDE A VALLECAS,,,1,
127,2.0,ARGANZUELA,PLAZA. LEGAZPI / CALL. MAESTRO ARBOS,,,2,
128,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC,,,61,
129,11.0,CARABANCHEL,CALL. VIA / CALL. PORTALEGRE,,,1,
130,20.0,SAN BLAS-CANILLEJAS,"CALL. YECORA, 2A",,,2A,
131,20.0,SAN BLAS-CANILLEJAS,"AVDA. ARCENTALES, 7",,,7,
132,9.0,MONCLOA-ARAVACA,"AUTOVIA A-6 KM 4,9",,,+00600E,
133,3.0,RETIRO,PLAZA. INDEPENDENCIA / CALL. ALFONSO XII,,,8,
134,15.0,CIUDAD LINEAL,"CALL. EMILIO FERRARI, 52",,,52,
135,8.0,FUENCARRAL-EL PARDO,CALLE SAN MODESTO CON PARKING HOSPITAL H. RAMON Y CAJAL,,,50,
136,11.0,CARABANCHEL,"CALL. REAL, 2",,,2,
137,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. HERNANDEZ DE TEJADA,,,93,
138,6.0,TETUÁN,"CALL. ORENSE, 4",,,4,
139,1.0,CENTRO,"CALL. TOLEDO, 111",,,111,
140,15.0,CIUDAD LINEAL,"CALL. MISTERIOS, 6",,,6,
141,8.0,FUENCARRAL-EL PARDO,CMNO. GANAPANES / CALL. LA BAÑEZA,,,35,
142,17.0,VILLAVERDE,"AVDA. REAL DE PINTO, 142",,,142,
143,11.0,CARABANCHEL,"AUTOV. A-42, +00600S",,,+00600S,
144,2.0,ARGANZUELA,CALL. MENDEZ ALVARO / CALL. RETAMA,,,83,
145,10.0,LATINA,CALL. MAQUEDA / CALL. QUERO,,,117,
146,1.0,CENTRO,"CALL. MAYOR, 25",,,25,
147,20.0,SAN BLAS-CANILLEJAS,"CALL. SAMANIEGO, 3",,,3,
148,5.0,CHAMARTÍN,"AUTOV. M-30, INTERIOR PK 1.500",,,01NC50,
149,4.0,SALAMANCA,"AUTOV. M-30, 06NC09",,,06NC09,
150,1.0,CENTRO,"CALL. BARQUILLO, 6",,,6,
151,14.0,MORATALAZ,"CALL. EUGENIO D'ORS, 2",,,2,
152,1.0,CENTRO,"CALL. SAN BERNARDO, 10",,,10,
153,19.0,VICÁLVARO,AVDA. DAROCA / CALL. CASALARREINA,,,303,
154,4.0,SALAMANCA,"CALL. SERRANO, 29",,,29,
155,3.0,RETIRO,"AVDA. MEDITERRANEO, 4",,,4,
156,1.0,CENTRO,CALL. GRAN VIA / CALL. TUDESCOS,,,46,
157,12.0,USERA,CALL. SIMCA / CALL. TALBOT,,,4,
158,14.0,MORATALAZ,"AUTOV. M-23, 0",,,0,
159,1.0,CENTRO,"CALL. ABADA, 7",,,7,
160,12.0,USERA,"AUTOV. A-42, +00600E",,,+00600E,
161,17.0,VILLAVERDE,"CALL. ROCAFORT, 145",,,145,
162,15.0,CIUDAD LINEAL,CALL. LUIS RUIZ / CALL. FRANCISCO RIOJA,,,24,
163,5.0,CHAMARTÍN,"CALL. COSTA RICA, 24",,,24,
164,2.0,ARGANZUELA,PASEO. DELICIAS / CALL. ANCORA,,,40,
165,14.0,MORATALAZ,"CALL. LUIS DE HOYOS SAINZ, 106",,,106,
166,13.0,PUENTE DE VALLECAS,CALL. CONVENIO / AVDA. SAN DIEGO,,,53,
167,9.0,MONCLOA-ARAVACA,"GTA. PATINES, 0",,,0,
168,14.0,MORATALAZ,AUTOV. M-23 / AUTOV. M-23,,,0,
169,9.0,MONCLOA-ARAVACA,AVDA. JUAN DE HERRERA / PLAZA. CARDENAL CISNEROS,,,2,
170,2.0,ARGANZUELA,"CALL. NEBULOSAS, 2A",,,2A,
171,8.0,FUENCARRAL-EL PARDO,CALL. NUESTRA SEÑORA DE VALVERDE / CALL. ISLA PARAGUA,,,37,
172,4.0,SALAMANCA,CALL. SERRANO / CALL. CONDE DE ARANDA,,,10,
173,6.0,TETUÁN,"GTA. ROCIO DURCAL, 0",,,0,
174,11.0,CARABANCHEL,AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. ALGODRE,,,102,
175,7.0,CHAMBERÍ,"CALL. ALBERTO AGUILERA, 64",,,64,
176,16.0,HORTALEZA,CALL. MAR ADRIATICO / CALL. AYACUCHO,,,1,
177,16.0,HORTALEZA,"CALL. TOMAS REDONDO, 10",,,10,
178,13.0,PUENTE DE VALLECAS,AVDA. BUENOS AIRES / AVDA. ALBUFERA,,,1,
179,15.0,CIUDAD LINEAL,"CALL. PELOPONESO, 9",,,9,
180,6.0,TETUÁN,CALL. MARQUES DE VIANA / CALL. GENCIANA,,,81,
181,8.0,FUENCARRAL-EL PARDO,CALL. RISCOS DE POLANCO / CALL. VALLE DE PINARES LLANOS,,,2,
182,1.0,CENTRO,"CALL. GRAN VIA, 28",,,28,
183,5.0,CHAMARTÍN,CALL. VELAZQUEZ / CALL. JOAQUIN COSTA,,,147,
184,1.0,CENTRO,"CALL. GRAN VIA, 32",,,32,
185,9.0,MONCLOA-ARAVACA,"CALL. SIGÜENZA, 2",,,2,
186,1.0,CENTRO,CALL. GRAN VIA / CALL. ALCALA,,,2,
187,5.0,CHAMARTÍN,"CALL. SERRANO, 139",,,139,
188,9.0,MONCLOA-ARAVACA,AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI 112,,,112,
189,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 29NC90",,,29NC90,
190,1.0,CENTRO,CALL. PRADO / CALL. ECHEGARAY,,,3,
191,17.0,VILLAVERDE,"CALL. ARCILLA, 7",,,7,
192,4.0,SALAMANCA,"AVDA. AMERICA, 2",,,2,
193,1.0,CENTRO,"CALL. SANTO TOME, 4",,,4,
194,4.0,SALAMANCA,CALLE ROBERTO DOMINGO,,,1A,
195,1.0,CENTRO,"PLAZA. SANTA ANA, 6",,,6,
196,5.0,CHAMARTÍN,CALL. PRINCIPE DE VERGARA / PLAZA. REPUBLICA DOMINICANA,,,268,
197,16.0,HORTALEZA,CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG,,,7,
198,4.0,SALAMANCA,"AUTOV. M-30, 07NL20",,,07NL20,
199,6.0,TETUÁN,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. EDGAR NEVILLE,,,47,
200,13.0,PUENTE DE VALLECAS,AVDA. SAN DIEGO / CALL. PUERTO DE LA BONAIGUA,,,122,
201,20.0,SAN BLAS-CANILLEJAS,AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40,,,167,
202,1.0,CENTRO,CALL. SILVA / CALL. SAN BERNARDO,,,1,
203,17.0,VILLAVERDE,AVDA. LOS ROSALES / CALL. MATACHEL,,,90,
204,18.0,VILLA DE VALLECAS,AVDA. MADRID MERCAMADRID / AVDA. LEGAZPI MERCAMADRID,,,1,
205,4.0,SALAMANCA,"CALL. VELAZQUEZ, 85",,,85,
206,11.0,CARABANCHEL,"CALL. GENERAL RICARDOS, 49",,,49,
207,13.0,PUENTE DE VALLECAS,AVDA. BUENOS AIRES / CALL. PEDRO LABORDE,,,67,
208,5.0,CHAMARTÍN,"CALL. JOAQUIN COSTA, 14 TÚNEL",,,14,
209,11.0,CARABANCHEL,"AVDA. POBLADOS, 151",,,151,
210,17.0,VILLAVERDE,CALL. RESINA / CALL. SAN DALMACIO,,,1,
211,4.0,SALAMANCA,CALL. DOCTOR ESQUERDO / CALL. GOYA,,,14,
212,1.0,CENTRO,CALL. JOVELLANOS / CALL. LOS MADRAZO,,,1,
213,16.0,HORTALEZA,"AVDA. JUAN ANTONIO SAMARANCH, 64",,,64,
214,7.0,CHAMBERÍ,"CALL. VALLEHERMOSO, 20",,,20,
215,18.0,VILLA DE VALLECAS,AVDA. MAYORAZGO / AUTOV. M-45,,,131,
216,18.0,VILLA DE VALLECAS,"CALL. ALTO DEL RETIRO, 10",,,10,
217,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 29NC91",,,29NC91,
218,1.0,CENTRO,"CALL. GRAN VIA, 31",,,31,
219,3.0,RETIRO,"AUTOV. M-30, 10NL20",,,10NL20,
220,5.0,CHAMARTÍN,AVDA. PIO XII / CALL. JEREZ,,,6,
221,4.0,SALAMANCA,"CALL. O'DONNELL, 77",,,77,
222,20.0,SAN BLAS-CANILLEJAS,CALL. PIRRA / CALL. ARACNE,,,14,
223,5.0,CHAMARTÍN,GTA. LOPEZ DE HOYOS / CALL. EDISON,,,3,
224,1.0,CENTRO,"CALL. JACOMETREZO, 1",,,1,
225,6.0,TETUÁN,"CALL. ORENSE, 15",,,15,
226,9.0,MONCLOA-ARAVACA,CALL. GOLONDRINA / CALL. ROSAS DE ARAVACA,,,104,
227,20.0,SAN BLAS-CANILLEJAS,"CALL. HELSINKI, 29",,,29,
228,16.0,HORTALEZA,CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG,,,46,
229,11.0,CARABANCHEL,CALL. ANTONIO LOPEZ / CALL. BALEARES,,,24,
230,13.0,PUENTE DE VALLECAS,CALL. LA CENICIENTA / CALL. MOGAMBO,,,3,
231,19.0,VICÁLVARO,CALL. VILLABLANCA / CALL. MINERVA,,,1,
232,19.0,VICÁLVARO,AVDA. MIGUEL DELIBES / CALL. LA RODA,,,1,
233,17.0,VILLAVERDE,"CALL. CAMPOS IBAÑEZ, 22",,,22,
234,2.0,ARGANZUELA,"AVDA. PLANETARIO, 20",,,20,
235,12.0,USERA,"CALL. ANTONIO LOPEZ, 254A",,,254A,
236,4.0,SALAMANCA,CALL. ALCALA / CALL. JULIO CAMBA,,,200A,
237,13.0,PUENTE DE VALLECAS,"AUTOV. A-3, P.K 4,400",,,+00400S,
238,11.0,CARABANCHEL,"AVDA. CARABANCHEL ALTO, 96",,,96,
239,9.0,MONCLOA-ARAVACA,"GTA. SAN VICENTE, 1",,,1,
240,1.0,CENTRO,RONDA. ATOCHA / PLAZA. EMPERADOR CARLOS V,,,2,
241,17.0,VILLAVERDE,"AVDA. RAFAELA YBARRA, 133",,,133,
242,4.0,SALAMANCA,"CALL. SERRANO, 81",,,81,
243,14.0,MORATALAZ,PLAZA. CORREGIDOR LICENCIADO ANTONIO DE MENA / AVDA. DOCTOR GARCIA TAPIA,,,0,
244,13.0,PUENTE DE VALLECAS,AVDA. ENTREVIAS / CALL. CARDEÑOSA,,,40,
245,18.0,VILLA DE VALLECAS,"CTRA. VILLAVERDE A VALLECAS, 260",,,260,
246,2.0,ARGANZUELA,"RONDA. SEGOVIA, 4",,,4,
247,19.0,VICÁLVARO,"CALL. CALAHORRA, 10",,,10,
248,2.0,ARGANZUELA,"CALL. MELILLA, 7",,,7,
249,15.0,CIUDAD LINEAL,"AUTOV. M-30, 03XC79 TRANSFER DE CENTRAL A LATERAL",,,03XC79,
250,8.0,FUENCARRAL-EL PARDO,"CALL. VALENCIA DE DON JUAN, 16",,,16,
251,11.0,CARABANCHEL,CALL. ALEJANDRO MORAN / CALL. JUAN FRANCISCO,,,11,
252,10.0,LATINA,AVDA. LAS AGUILAS / AVDA. POBLADOS,,,2A,
253,7.0,CHAMBERÍ,CALL. FERNANDEZ DE LA HOZ / CALL. BRETON DE LOS HERREROS,,,74,
254,20.0,SAN BLAS-CANILLEJAS,"CALL. ARCOS DE JALON, 12",,,12,
255,1.0,CENTRO,"CALL. CAVA DE SAN MIGUEL, 17",,,17,
256,5.0,CHAMARTÍN,CALL. PRINCIPE DE VERGARA / CALL. SERRANO,,,227,
257,10.0,LATINA,PASEO. JESUITAS / CALL. NAVAS DEL REY,,,55,
258,8.0,FUENCARRAL-EL PARDO,CALL. AMADEO GOMEZ / CALL. JOAQUIN LORENZO,,,2,
259,3.0,RETIRO,"AVDA. MEDITERRANEO, 15",,,15,
260,21.0,BARAJAS,"AVDA. LOGROÑO, 128",,,128,
261,15.0,CIUDAD LINEAL,CALL. FERNANDO GABRIEL / CALL. ARRIAGA,,,1,
262,2.0,ARGANZUELA,M30 KM14NL 56,,,0,
263,14.0,MORATALAZ,"CALL. ARROYO DE LA MEDIA LEGUA, 5",,,5,
264,6.0,TETUÁN,CALL. CAPITAN BLANCO ARGIBAY / CALL. SINESIO DELGADO,,,210,
265,12.0,USERA,CALL. DOCTOR TOLOSA LATOUR / CALLE CRISTO DE LA VEGA,,,1,
266,4.0,SALAMANCA,"AVDA. TOREROS, 26",,,26,
267,6.0,TETUÁN,"CALL. JUAN DE OLIAS, 39",,,39,
268,9.0,MONCLOA-ARAVACA,"CALL. ARQUITECTO LOPEZ OTERO, 15",,,15,
269,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, C2 PK 11.300",,,11XL30,
270,14.0,MORATALAZ,PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS,,,5,
271,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 99",,,99,
272,1.0,CENTRO,"CALL. GRAN VIA, 49",,,49,
273,6.0,TETUÁN,"CALL. VIÑA VIRGEN, 8",,,8,
274,17.0,VILLAVERDE,CALL. MARICARA / CALL. LOS LLANOS,,,2,
275,4.0,SALAMANCA,CALL. NARVAEZ / AVDA. FELIPE II,,,4,
276,13.0,PUENTE DE VALLECAS,"AVDA. ENTREVIAS, 2",,,2,
277,8.0,FUENCARRAL-EL PARDO,"CALL. SAN MODESTO, 50",,,50,
278,9.0,MONCLOA-ARAVACA,CALL. OLIVO / CALL. FLORENCIO RODRIGUEZ,,,24,
279,4.0,SALAMANCA,"CALL. JOSE ORTEGA Y GASSET, 68",,,68,
280,18.0,VILLA DE VALLECAS,"CTRA. VILLAVERDE A VALLECAS, PK 3.5",,,297,
281,11.0,CARABANCHEL,CALL. DOLORES ARMENGOT / CALL. BATALLA DE TORRIJOS,,,1,
282,21.0,BARAJAS,CALL. GOLF / AVDA. CENTRAL,,,13,
283,8.0,FUENCARRAL-EL PARDO,CALL. CANDIDO MATEOS / CALL. CHANTADA,,,19,
284,2.0,ARGANZUELA,"CALL. MORATINES, 10",,,10,
285,5.0,CHAMARTÍN,CALL. MAURICIO LEGENDRE / CALL. MANUEL CALDEIRO,,,45,
286,5.0,CHAMARTÍN,CALL. FRANCISCO SILVELA / CALL. PRINCIPE DE VERGARA,,,99,
287,5.0,CHAMARTÍN,"AUTOV. M-30, 31NC80",,,31NC80,
288,7.0,CHAMBERÍ,ALBERTO AGUILERA,,,60,
289,9.0,MONCLOA-ARAVACA,"CTRA. TELEFERICO, 1",,,1,
290,2.0,ARGANZUELA,"CALL. GENERAL LACY, 10",,,10,
291,10.0,LATINA,CALL. VALMOJADO / CALL. OCAÑA,,,291,
292,20.0,SAN BLAS-CANILLEJAS,CALL. AQUITANIA / CALL. CAPRI,,,8,
293,13.0,PUENTE DE VALLECAS,CALL. PUERTO DE BALBARAN / AVDA. BUENOS AIRES,,,1,
294,15.0,CIUDAD LINEAL,"CALL. AGASTIA, 11A",,,11A,
295,14.0,MORATALAZ,"CALL. HACIENDA DE PAVONES, 300",,,300,
296,21.0,BARAJAS,"AVDA. HISPANIDAD, 42",,,42,
297,10.0,LATINA,PASEO. EXTREMADURA / CALL. LOS YEBENES,,,279,
298,1.0,CENTRO,CALL. SIERPE / CALL. TOLEDO,,,1,
299,3.0,RETIRO,"AVDA. CIUDAD DE BARCELONA, 2",,,2,
300,6.0,TETUÁN,AVDA. ASTURIAS / CALL. VIA LIMITE,,,68,
301,9.0,MONCLOA-ARAVACA,"CALL. PRINCESA, 83",,,83,
302,16.0,HORTALEZA,CALLE LIEBRE,,,32,
303,4.0,SALAMANCA,CALL. JUAN BRAVO / CALL. PRINCIPE DE VERGARA,,,31,
304,17.0,VILLAVERDE,"CALL. JOSE MARIA LOZANO SAINZ, 11",,,11,
305,11.0,CARABANCHEL,"CALL. CASTRO DE ORO, 13",,,13,
306,1.0,CENTRO,"PLAZA. JACINTO BENAVENTE,INTERIOR PARKING",,,1,
307,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / AUTOV. M-40,,,295,
308,4.0,SALAMANCA,"AUTOV. M-30,CALZADA INTERIOR P.K. 7,000 (BIFURCACIÓN)",,,07CL07,
309,6.0,TETUÁN,"CALL. CASTILLA, 24",,,24,
310,15.0,CIUDAD LINEAL,CALL. LOPEZ DE HOYOS / CALL. ARTURO SORIA,,,356,
311,9.0,MONCLOA-ARAVACA,"CALL. BEATRIZ DE BOBADILLA, 9",,,9,
312,4.0,SALAMANCA,"CALL. PRINCIPE DE VERGARA, 53",,,53,
