ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
7403,3.0,RETIRO,"AUTOV. M-30, 10VT10",,,10VT10,
7404,4.0,SALAMANCA,"CALL. DIEGO DE LEON, 30",,,30,
7405,4.0,SALAMANCA,CALL. AYALA / CALL. VELAZQUEZ,,,42,
7406,15.0,CIUDAD LINEAL,"AUTOV. M-30, 06RM25",,,06RM25,
7407,16.0,HORTALEZA,"CALL. LAS PEDROÑERAS, 2B",,,2B,
7408,9.0,MONCLOA-ARAVACA,CALL. ARROYO DE POZUELO / CALL. ARAGONITO,,,10,
7409,20.0,SAN BLAS-CANILLEJAS,"AVDA. CANILLEJAS A VICALVARO, 193 (SOBRE PUENTE DE LA R-3)",,,193,
7410,4.0,SALAMANCA,"CALL. GENERAL DIAZ PORLIER, 49",,,49,
7411,3.0,RETIRO,PLAZA. CONDE DE CASAL / CALL. CARLOS Y GUILLERMO FERNANDEZ SHAW,,,1,
7412,9.0,MONCLOA-ARAVACA,CALL. PRINCESA / CALL. REY FRANCISCO,,,33,
7413,7.0,CHAMBERÍ,AVDA. PABLO IGLESIAS / REINA VICTORIA,,,20,
7414,15.0,CIUDAD LINEAL,CALL. ALCALA / IDB. PUENTE DE VENTAS,,,242,
7415,2.0,ARGANZUELA,PASEO. SANTA MARIA DE LA CABEZA / CALL. AGUILON,,,83,
7416,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 12RL78",,,12RL78,
7417,11.0,CARABANCHEL,CALL. HALCON / CALL. OCA,,,24,
7418,20.0,SAN BLAS-CANILLEJAS,CALL. ORIZABA / CALL. ALEGRIA DE ORIA,,,25,
7419,15.0,CIUDAD LINEAL,CALL. JOSE DEL HIERRO / CALL. FEDERICO GUTIERREZ,,,5,
7420,12.0,USERA,"CALL. NICOLAS SANCHEZ, 102",,,102,
7421,4.0,SALAMANCA,CALL. FRANCISCO SILVELA / CALL. ERASO,,,42,
7422,10.0,LATINA,"CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 150",,,150,
7423,8.0,FUENCARRAL-EL PARDO,"AVDA. VENTISQUERO DE LA CONDESA, 43",,,43,
7424,19.0,VICÁLVARO,"CALL. FORGES, 3",,,3,
7425,5.0,CHAMARTÍN,"AUTOV. M-30, 31RE00",,,31RE00,
7426,6.0,TETUÁN,"CALL. MARIA IGNACIA, 3",,,3,
7427,2.0,ARGANZUELA,"AUTOV. M-30, 11NL51",,,11NL51,
7428,6.0,TETUÁN,CALL. JAEN / CALL. DON QUIJOTE,,,39,
7429,7.0,CHAMBERÍ,CALL. RIOS ROSAS / CALL. ALONSO CANO,,,40,
7430,4.0,SALAMANCA,"CALL. MARIA DE MOLINA, 30",,,30,
7431,4.0,SALAMANCA,CALL. GOYA / CALL. ALCALA,,,66,
7432,4.0,SALAMANCA,"CALL. SERRANO, 20",,,20,
7433,3.0,RETIRO,"AUTOV. M-30, 08RE00",,,08RE00,
7434,14.0,MORATALAZ,CALL. ARROYO DE LA MEDIA LEGUA / CALL. CAMINO DE LOS VINATEROS,,,33,
7435,12.0,USERA,CALL. GUETARIA / CALL. CESTONA,,,1,
7436,20.0,SAN BLAS-CANILLEJAS,AVDA. ARCENTALES / CALL. ESTOCOLMO,,,57,
7437,1.0,CENTRO,"CALL. SANTA ISABEL, 46",,,46,
7438,1.0,CENTRO,"CALL. SERRANO JOVER, 3",,,3,
7439,20.0,SAN BLAS-CANILLEJAS,"CALL. MARQUESADO DE SANTA MARTA, 3",,,3,
7440,8.0,FUENCARRAL-EL PARDO,CALL. SAN JUAN DE ORTEGA / CALL. SIERRA DE ATAPUERCA,,,12,
7441,12.0,USERA,CALL. MONTANA / CALL. TORROX,,,4,
7442,10.0,LATINA,"AVDA. LAS AGUILAS, 65",,,65,
7443,4.0,SALAMANCA,CALL. SERRANO / CALL. JOSE ORTEGA Y GASSET,,,72,
7444,1.0,CENTRO,CALLE ARGUMOSA CON CALLE SALITRE,,,6,
7445,2.0,ARGANZUELA,GTA. SANTA MARIA DE LA CABEZA / CALL. EMBAJADORES,,,1,
7446,6.0,TETUÁN,"CALL. PAMPLONA, 63",,,63,
7447,19.0,VICÁLVARO,CALL. PIROTECNIA / AHUMADOS,,,4,
7448,10.0,LATINA,"CALL. ILLESCAS, 185",,,185,
7449,14.0,MORATALAZ,"CALL. CAMINO DE LOS VINATEROS, 74",,,74,
7450,17.0,VILLAVERDE,"CALL. MARIA MARTINEZ OVIOL, 11",,,11,
7451,3.0,RETIRO,AUTOV. M-30 / CALZADA 1 LATERAL KM.8500,,,08NC50,
7452,12.0,USERA,CALL. POPULAR MADRILEÑA / AVDA. SAN FERMIN,,,1,
7453,8.0,FUENCARRAL-EL PARDO,CALL. COSTA BRAVA / CALL. CABEZUELAS,,,1,
7454,8.0,FUENCARRAL-EL PARDO,CALL. CEBREIRO / CALL. PORTOMARIN,,,1,
7455,1.0,CENTRO,CALL. GRAN VIA / CALL. DOCTOR CARRACIDO,,,69,
7456,12.0,USERA,"CALL. ANTONIO LOPEZ, 166",,,166,
7457,4.0,SALAMANCA,CALL. ALCALA / CALL. NARVAEZ,,,151,
7458,10.0,LATINA,CALL. GALLUR / CALL. GALLUR,,,24,
7459,11.0,CARABANCHEL,AVDA. OPORTO / PLAZA. ELIPTICA,,,2,
7460,21.0,BARAJAS,"INTER. AEROPUERTO T-1, T-2, T-3 / INTER. AEROPUERTO T-1, T-2, T-3",,,0,
7461,11.0,CARABANCHEL,"CALL. ILDEFONSO GONZALEZ VALENCIA, 6",,,6,
7462,13.0,PUENTE DE VALLECAS,"AVDA. ALBUFERA, 220",,,220,
7463,5.0,CHAMARTÍN,AVDA. ALFONSO XIII / CALL. PARAGUAY,,,127,
7464,1.0,CENTRO,CALL. SEGOVIA / CALL. DOCTOR LETAMENDI,,,8,
7465,4.0,SALAMANCA,"CALL. CLAUDIO COELLO, 141",,,141,
7466,11.0,CARABANCHEL,"CALL. ILDEFONSO GONZALEZ VALENCIA, 5",,,5,
7467,5.0,CHAMARTÍN,"CALL. MARIA DE MOLINA, 37",,,37,
7468,13.0,PUENTE DE VALLECAS,"AVDA. ALBUFERA, 98",,,98,
7469,3.0,RETIRO,"PASEO. REINA CRISTINA, 1",,,1,
7470,8.0,FUENCARRAL-EL PARDO,"AVDA. CARDENAL HERRERA ORIA, 248",,,248,
7471,7.0,CHAMBERÍ,CALL. NICASIO GALLEGO / CALL. FRANCISCO DE ROJAS,,,7,
7472,10.0,LATINA,"CALL. QUERO, 1",,,1,
7473,6.0,TETUÁN,AVDA. REINA VICTORIA / GTA. CUATRO CAMINOS,,,2,
7474,17.0,VILLAVERDE,"CALL. LA CORTE DE FARAON, 13",,,13,
7475,7.0,CHAMBERÍ,CALL. AGUSTIN DE BETANCOURT / CALL. RIOS ROSAS,,,1,
7476,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 31RM13",,,31RK51,
7477,2.0,ARGANZUELA,PASEO. DELICIAS / CALL. FERROCARRIL,,,48,
7478,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 31RK50",,,31RK50,
7479,1.0,CENTRO,CALL. ARGUMOSA / CALL. SALITRE,,,7,
7480,3.0,RETIRO,"AUTOV. M-30, 08NC60",,,08NC60,
7481,4.0,SALAMANCA,"CALL. GOYA, 12",,,12,
7482,2.0,ARGANZUELA,AUTOV. M-30 C1 PK 11,,,11NC00,
7483,12.0,USERA,"CALL. ENRIQUE FUENTES, 6",,,6,
7484,20.0,SAN BLAS-CANILLEJAS,"CALL. RIMINI, 5",,,5,
7485,2.0,ARGANZUELA,CALL. MENDEZ ALVARO / CALL. LEGANES,,,59,
7486,8.0,FUENCARRAL-EL PARDO,CALL. ISLAS JARVI / CALL. MARIANO AGÜI,,,2,
7487,16.0,HORTALEZA,"PLAZA. ALCALDE MORENO TORRES, 4",,,4,
7488,5.0,CHAMARTÍN,"CALL. JOSE VASCONCELOS, 5",,,5,
7489,11.0,CARABANCHEL,"CALL. ANTONIO LOPEZ, 4",,,4,
7490,13.0,PUENTE DE VALLECAS,CALL. SAN CLAUDIO / CALL. SAN CLAUDIO,,,47,
7491,14.0,MORATALAZ,AUTOV. M-23 KM 0.400,,,0,
7492,9.0,MONCLOA-ARAVACA,"AVDA. PUERTA DE HIERRO, 10",,,10,
7493,13.0,PUENTE DE VALLECAS,AVDA. PALOMERAS / CALL. TANGER,,,153,
7494,1.0,CENTRO,"PASEO. PRADO, 34",,,34,
7495,21.0,BARAJAS,CALL. FRANCISCO UMBRAL / CALL. ARIADNA,,,2,
7496,16.0,HORTALEZA,"CALL. ANTONIO CAVERO, 48",,,48,
7497,2.0,ARGANZUELA,"AUTOV. M-30, 12NL50",,,12NL50,
7498,7.0,CHAMBERÍ,CALL. RIOS ROSAS / CALL. ALONSO CANO,,,45,
7499,1.0,CENTRO,CALL. ALBERTO AGUILERA / CALL. SERRANO JOVER,,,35,
7500,8.0,FUENCARRAL-EL PARDO,CALL. CHANTADA / CALL. RIBADAVIA,,,2,
7501,16.0,HORTALEZA,"AVDA. MACHUPICHU, 85",,,85,
7502,9.0,MONCLOA-ARAVACA,"CALL. ISLA DE OZA, 61",,,61,
7503,12.0,USERA,"CALL. FERROVIARIOS, 3",,,3,
7504,18.0,VILLA DE VALLECAS,"AVDA. MAYORAZGO, 20",,,20,
7505,11.0,CARABANCHEL,AVDA. PLAZA DE TOROS / AVDA. PLAZA DE TOROS,,,11,
7506,7.0,CHAMBERÍ,CALL. BLASCO DE GARAY / CALL. ALBERTO AGUILERA,,,1,
7507,7.0,CHAMBERÍ,"CALL. ZURBANO, 18",,,18,
7508,15.0,CIUDAD LINEAL,"AUTOV. A-2, SENTIDO ENTRADA, KM 4, ANTES DE LA SALIDA 4B",,,+00500E,
7509,10.0,LATINA,"PASEO. OLIVOS, 115",,,115,
7510,17.0,VILLAVERDE,"CALL. ANOETA, 16B",,,16B,
7511,12.0,USERA,GTA. MALAGA / CALL. ANTONIO LOPEZ,,,11,
7512,3.0,RETIRO,AVDA. MEDITERRANEO / AUTOV. M-30,,,2,
7513,5.0,CHAMARTÍN,CALL. JOAQUIN COSTA / PASEO. CASTELLANA,,,1,
7514,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / AVDA. SAN LUIS,,,308,
7515,5.0,CHAMARTÍN,CALL. PRINCIPE DE VERGARA / CALL. LOPEZ DE HOYOS,,,120,
7516,3.0,RETIRO,CALL. O'DONNELL / CALL. DOCTOR ESQUERDO,,,56,
7517,20.0,SAN BLAS-CANILLEJAS,CALL. CASTILLO DE SIMANCAS / CALL. CASTILLO DE MADRIGAL DE LAS ALTAS TORRES,,,8,
7518,3.0,RETIRO,"CALL. VALDERRIBAS, 45",,,45,
7519,16.0,HORTALEZA,"CALL. MOSCATELAR, 2L",,,2L,
7520,11.0,CARABANCHEL,CALL. OCA / AVDA. NUESTRA SEÑORA DE VALVANERA,,,28,
7521,11.0,CARABANCHEL,"CALL. GENERAL RICARDOS, 83",,,83,
7522,17.0,VILLAVERDE,CALL. SAN EZEQUIEL / CALL.NAVAS DE BUITRAGO,,,1,
7523,15.0,CIUDAD LINEAL,CALL. MARIA TERESA SAENZ DE HEREDIA / CALL. POETA BLAS DE OTERO,,,2,
7524,13.0,PUENTE DE VALLECAS,"CALL. FUENTE DE PIEDRA, 6",,,6,
7525,1.0,CENTRO,CALL. MIGUEL SERVET / CALL. AMPARO,,,5,
7526,6.0,TETUÁN,CALL. ORENSE / CALL. HERNANI,,,11,
7527,12.0,USERA,CMNO. PERALES / CALL. SAN MARIO,,,1A,
7528,11.0,CARABANCHEL,TRVA. ANTONIA LANCHA / AVDA. OPORTO,,,1,
7529,10.0,LATINA,"CALL. NUESTRA SEÑORA DE LA LUZ, 55",,,55,
7530,8.0,FUENCARRAL-EL PARDO,"AVDA. SANTUARIO DE VALVERDE, 114C",,,114C,
7531,13.0,PUENTE DE VALLECAS,"AVDA. ALBUFERA, 139",,,139,
7532,5.0,CHAMARTÍN,CALL. PRINCIPE DE VERGARA / CALL. LOPEZ DE HOYOS,,,122,
7533,5.0,CHAMARTÍN,CALL. SERRANO / AVDA. CONCHA ESPINA,,,199,
7534,1.0,CENTRO,CSTAN. ANGELES / CALL. CAÑOS DEL PERAL,,,12,
7535,17.0,VILLAVERDE,"CALL. ALCOCER, 2",,,2,
7536,15.0,CIUDAD LINEAL,"ALCALÁ, 232",,,232,
7537,11.0,CARABANCHEL,"CALL. ANTONIO LOPEZ, 78",,,78,
7538,3.0,RETIRO,"AVDA. MENENDEZ PELAYO, 51",,,51,
7539,11.0,CARABANCHEL,AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO,,,100,
7540,1.0,CENTRO,GLORIETA EMPERADOR CARLOS V,,,10,
7541,15.0,CIUDAD LINEAL,CALL. ALCALA / CALL. RAQUEL MELLER,,,265,
7542,19.0,VICÁLVARO,CALL. FUENTES DE SAN JORGE / CALL. OMEGA,,,2,
7543,1.0,CENTRO,"CALL. TOLEDO, 23",,,23,
7544,10.0,LATINA,"PASEO. HUSARES, 6",,,6,
7545,16.0,HORTALEZA,CALL. MESENA / CALL. JULIO DANVILA,,,140,
7546,14.0,MORATALAZ,CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO DE LA MEDIA LEGUA,,,45,
7547,4.0,SALAMANCA,CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON,,,50,
7548,9.0,MONCLOA-ARAVACA,"CALL. VALDERRODRIGO, 58",,,58,
7549,19.0,VICÁLVARO,CALL. CALAHORRA / CALL. CASALARREINA,,,74,
7550,4.0,SALAMANCA,"CALL. GENERAL ORAA, 17",,,17,
7551,17.0,VILLAVERDE,CALL. BERZOSA DE LOZOYA / CALL. VALLE DE TOBALINA,,,1,
7552,3.0,RETIRO,"CALL. ALFONSO XII, 3",,,3,
7553,1.0,CENTRO,"PLAZA. CAMPILLO DEL MUNDO NUEVO, 2",,,2,
7554,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 12RL54",,,12RL54,
7555,15.0,CIUDAD LINEAL,CALL. SALVADOR DE MADARIAGA / AVDA. BADAJOZ,,,1,
7556,6.0,TETUÁN,GTA. CUATRO CAMINOS / AVDA. REINA VICTORIA,,,4,
7557,10.0,LATINA,"CALL. GALLUR, 213",,,213,
7558,5.0,CHAMARTÍN,CALL. HONDURAS / CALL. VICTOR ANDRES BELAUNDE,,,4,
7559,14.0,MORATALAZ,"CALL. ARROYO FONTARRON, 55",,,55,
7560,13.0,PUENTE DE VALLECAS,CALL. EMBAJADORES / AVDA. SANTA CATALINA-ENTREVIAS,,,470,
7561,13.0,PUENTE DE VALLECAS,"CALL. RAMON PEREZ DE AYALA, 70",,,70,
7562,12.0,USERA,AVDA. RAFAELA YBARRA / CALL. SANTOÑA,,,24,
7563,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / AUTOV. M-40,,,319,
7564,3.0,RETIRO,"CALL. DOCTOR CASTELO, 10",,,10,
7565,13.0,PUENTE DE VALLECAS,"AVDA. PEÑA PRIETA, 21",,,21,
7566,1.0,CENTRO,"CALL. GRAN VIA, 69",,,69,
7567,2.0,ARGANZUELA,M 30 CALZADA 1 PK 12,,,12NG00,
7568,13.0,PUENTE DE VALLECAS,AVDA. PEÑA PRIETA / AVDA. ALBUFERA,,,4,
7569,2.0,ARGANZUELA,"AUTOV. M-30, 13NL22",,,13NL22,
7570,4.0,SALAMANCA,"CALL. O'DONNELL, 33",,,33,
7571,10.0,LATINA,AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. VIA CARPETANA,,,129,
7572,13.0,PUENTE DE VALLECAS,"AVDA. DEMOCRACIA, 7",,,7,
7573,13.0,PUENTE DE VALLECAS,CALL. PUERTO DE BALBARAN / CALL. CANDILEJAS,,,65,
7574,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 280",,,280,
7575,6.0,TETUÁN,CALL. ABEL / CALL. BEIRE,,,15,
7576,4.0,SALAMANCA,"CALL. HERMOSILLA, 58",,,58,
7577,2.0,ARGANZUELA,"PASEO. PONTONES, 3",,,3,
7578,17.0,VILLAVERDE,CALL. LEZO / CALL. ANOETA,,,8,
7579,10.0,LATINA,"PASEO. EXTREMADURA, 308",,,308,
7580,2.0,ARGANZUELA,CALL. SEGOVIA INTERSECCIÓN CON LINNEO,,,73,
7581,15.0,CIUDAD LINEAL,"AUTOV. M-30, 01XC20",,,01XC20,
7582,8.0,FUENCARRAL-EL PARDO,CALL. FINISTERRE / AVDA MONFORTE DE LEMOS,,,25,
7583,13.0,PUENTE DE VALLECAS,"AVDA. BUENOS AIRES, 76C",,,76C,
7584,4.0,SALAMANCA,"AVDA. BRUSELAS, 66",,,66,
7585,7.0,CHAMBERÍ,"CALL. CEA BERMUDEZ, 29",,,29,
7586,8.0,FUENCARRAL-EL PARDO,AVDA. MONFORTE DE LEMOS / CALL. GINZO DE LIMIA,,,34,
7587,5.0,CHAMARTÍN,CALL. CANILLAS / CALL. PADRE JESUS ORDOÑEZ,,,5,
7588,10.0,LATINA,"CALL. CAMARENA, 105",,,105,
7589,11.0,CARABANCHEL,"CALL. VIA LUSITANA, 134",,,134,
7590,18.0,VILLA DE VALLECAS,AVDA. MADRID MERCAMADRID / AVDA. PUERTA DE TOLEDO MERCAMADRID,,,1,
7591,16.0,HORTALEZA,AVDA. SAN LUIS / AVDA. BURGOS,,,4,
7592,9.0,MONCLOA-ARAVACA,CALL. BRUJULA / CALL. GOLONDRINA,,,1,
7593,8.0,FUENCARRAL-EL PARDO,CALL. SINESIO DELGADO / CALL. SINESIO DELGADO,,,10,
7594,14.0,MORATALAZ,"AVDA. MORATALAZ, 109",,,109,
7595,11.0,CARABANCHEL,PASEO. SANTA MARIA DE LA CABEZA / CALL. ZUJAR,,,136,
7596,12.0,USERA,CALL. MANUEL NOYA / CALL. MARQUESA DE SILVELA,,,10,
7597,1.0,CENTRO,CUSTA. SAN VICENTE / PASEO. VIRGEN DEL PUERTO,,,1,
7598,17.0,VILLAVERDE,"CALL. LILLO, 50",,,50,
7599,8.0,FUENCARRAL-EL PARDO,"CALL. ARANZO, 3",,,3,
7600,21.0,BARAJAS,CALL. MANUEL AGUILAR MUÑOZ / AVDA. LOGROÑO,,,1,
7601,5.0,CHAMARTÍN,CALL. MARIA DE MOLINA / 04 T-MML-085,,,5,
7602,4.0,SALAMANCA,CALL. GOYA / CALL. GENERAL PARDIÑAS,,,77,
7603,2.0,ARGANZUELA,CALL. MAESTRO ARBOS / AUTOV. M-30,,,29,
7604,4.0,SALAMANCA,"AUTOV. M-30, 05NL50",,,05NL50,
7605,5.0,CHAMARTÍN,"CALL. SERRANO, 172",,,172,
7606,11.0,CARABANCHEL,CALL. VALENTIN LLAGUNO / CALL. ANADE,,,6,
7607,1.0,CENTRO,"CALL. REYES, 19",,,19,
7608,1.0,CENTRO,PASEO. CIUDAD DE PLASENCIA / PASEO. VIRGEN DEL PUERTO,,,0,
7609,13.0,PUENTE DE VALLECAS,"AUTOV. A-3, KM 5.800",,,+00600S,
7610,5.0,CHAMARTÍN,AVDA. RAMON Y CAJAL / AVDA. ALFONSO XIII,,,60,
7611,11.0,CARABANCHEL,"CALL. PINZON, 1A",,,1A,
7612,9.0,MONCLOA-ARAVACA,"AUTOV. A-6, +00800S",,,+00800S,
7613,3.0,RETIRO,CALL. ABTAO / AVDA. MEDITERRANEO,,,48,
7614,13.0,PUENTE DE VALLECAS,AVDA. SAN DIEGO / CALL. MANUEL MAROTO,,,6,
7615,7.0,CHAMBERÍ,CALL. SANTA ENGRACIA / CALL. BRAVO MURILLO,,,179,
7616,15.0,CIUDAD LINEAL,CALL. CONDADO DE TREVIÑO / CALL. CALERUEGA,,,33,
7617,15.0,CIUDAD LINEAL,PLAZA. AGUSTIN GONZALEZ / AVDA. DAROCA,,,1,
7618,4.0,SALAMANCA,CALL. PRINCIPE DE VERGARA / CALL. AYALA,,,44,
7619,4.0,SALAMANCA,CALL. AYALA / CALL. GENERAL DIAZ PORLIER,,,88,
7620,3.0,RETIRO,CALL. ALFONSO XII / PASEO. INFANTA ISABEL,,,68,
7621,6.0,TETUÁN,"AVDA. ASTURIAS, 70",,,70,
7622,6.0,TETUÁN,"CALL. SOR ANGELA DE LA CRUZ, 22",,,22,
7623,5.0,CHAMARTÍN,"AUTOV. M-30, 00RA45",,,00RA45,
7624,3.0,RETIRO,"AVDA. MEDITERRANEO, 47",,,47,
7625,11.0,CARABANCHEL,"PASEO. MARCELINO CAMACHO, 25",,,25,
7626,13.0,PUENTE DE VALLECAS,"PLAZA. SAN DIEGO, 12",,,12,
7627,7.0,CHAMBERÍ,"CALL. GUZMAN EL BUENO, 75",,,75,
7628,11.0,CARABANCHEL,"CALL. BELZUNEGUI, 40",,,40,
7629,6.0,TETUÁN,"CALL. BRAVO MURILLO, 277",,,277,
7630,2.0,ARGANZUELA,CALL. JUAN DUQUE / CALL. MANZANARES,,,1,
7631,1.0,CENTRO,"PASEO. RECOLETOS, 39",,,39,
7632,4.0,SALAMANCA,CALL. FUENTE DEL BERRO / CALL. GOYA,,,29,
7633,1.0,CENTRO,"CALL. HUERTAS, 55",,,55,
7634,15.0,CIUDAD LINEAL,"CALL. SERRANO GALVACHE, 1",,,1,
7635,11.0,CARABANCHEL,"CALL. SALLABERRY, 25",,,25,
7636,1.0,CENTRO,"CALL. ARGENSOLA, 4",,,4,
7637,20.0,SAN BLAS-CANILLEJAS,CALL. VERSALLES / AVDA. CANILLEJAS A VICALVARO,,,1,
7638,14.0,MORATALAZ,AUTOV. M-30 / salida m-23,,,07XL80,
7639,20.0,SAN BLAS-CANILLEJAS,"CALL. ESFINGE, 65",,,65,
7640,11.0,CARABANCHEL,AVDA. CARABANCHEL ALTO / CALL. GUITARRA,,,56,
7641,4.0,SALAMANCA,"PASEO. CASTELLANA, 36",,,36,
7642,2.0,ARGANZUELA,PASEO. CHOPERA / PLAZA. GENERAL MAROTO,,,10,
7643,16.0,HORTALEZA,CALL. MARIA DE PORTUGAL / AVDA. FRANCISCO PI Y MARGALL,,,1,
7644,3.0,RETIRO,"AVDA. CIUDAD DE BARCELONA, 4",,,4,
7645,10.0,LATINA,"PASEO. EXTREMADURA, 262",,,262,
7646,8.0,FUENCARRAL-EL PARDO,"CALL. PEDRO RICO, 6",,,6,
7647,9.0,MONCLOA-ARAVACA,"AUTOV. M-30, 04FT00",,,04FT00,
7648,9.0,MONCLOA-ARAVACA,AUTOV. M-500 / AUTOV. M-503,,,0,
7649,4.0,SALAMANCA,CALL. O'DONNELL / CALL. VICALVARO,,,77,
7650,15.0,CIUDAD LINEAL,CALL. HERMANOS GARCIA NOBLEJAS / GTA. ARCENTALES,,,198,
7651,6.0,TETUÁN,CALL. MARGARITAS / CALL. FRANCOS RODRIGUEZ,,,2,
7652,9.0,MONCLOA-ARAVACA,"CALL. PRINCESA, 73",,,73,
7653,15.0,CIUDAD LINEAL,"CALL. VIRGEN DE LOURDES, 38",,,38,
7654,8.0,FUENCARRAL-EL PARDO,"HOSPI. UNIVERSITARIO RAMON Y CAJAL, 0",,,0,
7655,11.0,CARABANCHEL,CALL. VIA / CALL. SANTA FLORA,,,19,
7656,5.0,CHAMARTÍN,"CALL. JOAQUIN COSTA, 16 INTERIOR TÚNEL BAJO PZA.REPUBLICA ARGENTINA",,,16,
7657,20.0,SAN BLAS-CANILLEJAS,CALL. EMILIO MUÑOZ / CALL. SANTA LEONOR,,,35,
7658,8.0,FUENCARRAL-EL PARDO,"AVDA. MONFORTE DE LEMOS, 9",,,9,
7659,7.0,CHAMBERÍ,"CALL. GUZMAN EL BUENO, 102",,,102,
7660,13.0,PUENTE DE VALLECAS,CALL. PILAR NOGUEIRO / TRVA. PILAR NOGUEIRO,,,11,
7661,16.0,HORTALEZA,AVDA. MANUEL FRAGA IRIBARNE / CALL. MARIA REICHE,,,35,
7662,19.0,VICÁLVARO,"CTRA. VICALVARO A COSLADA, 2",,,2,
7663,20.0,SAN BLAS-CANILLEJAS,CALL. OCTUBRE / CALL. MAYO,,,46,
7664,13.0,PUENTE DE VALLECAS,CALL. PALOMERAS / CALL. PARROCO DON EMILIO FRANCO,,,20,
7665,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. SAN PATRICIO,,,176,
7666,8.0,FUENCARRAL-EL PARDO,CALL. FERMIN CABALLERO / PLAZA. CIEZA,,,1,
7667,8.0,FUENCARRAL-EL PARDO,"AVDA. CARDENAL HERRERA ORIA, 239",,,239,
7668,10.0,LATINA,"CALL. PARODIA, 3",,,3,
7669,16.0,HORTALEZA,CALL. RICARDO SAN JUAN / CALL. LOPEZ DE HOYOS,,,1,
7670,19.0,VICÁLVARO,CALL. TREN DE ARGANDA / BULEV. INDALECIO PRIETO,,,12,
7671,10.0,LATINA,"CALL. VIA CARPETANA, 322",,,322,
7672,8.0,FUENCARRAL-EL PARDO,"PLAZA. PUERTO DE LA CRUZ, 5",,,5,
7673,20.0,SAN BLAS-CANILLEJAS,CALL. AUSTRIA / CALL. RUSIA,,,2,
7674,18.0,VILLA DE VALLECAS,"CALL. CAÑADA DEL SANTISIMO, 15",,,15,
7675,19.0,VICÁLVARO,"CTRA. VICALVARO A COSLADA, 70",,,70,
7676,19.0,VICÁLVARO,CALL. VILLABLANCA / CALL. PEDERNAL,,,85,
7677,16.0,HORTALEZA,"CALL. COSTA DEL SOL, 10",,,10,
7678,6.0,TETUÁN,"AVDA. DOCTOR FEDERICO RUBIO Y GALI, 49",,,49,
7679,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 24RH28",,,24RH28,
7680,3.0,RETIRO,"PLAZA. EMPERADOR CARLOS V, 2",,,2,
7681,16.0,HORTALEZA,CALL. PURCHENA / CALL. VELEZ RUBIO,,,15,
7682,11.0,CARABANCHEL,CALL. AREVALO / CALL. EDUARDO UROSA,,,13,
7683,6.0,TETUÁN,"CALL. BASCONES, 24",,,24,
7684,9.0,MONCLOA-ARAVACA,"AUTOV. M-30, 99ST07",,,99ST07,
7685,10.0,LATINA,"CALL. CUART DE POBLET, 49",,,49,
7686,13.0,PUENTE DE VALLECAS,AVDA. PABLO NERUDA / AVDA. PALOMERAS,,,1,
7687,8.0,FUENCARRAL-EL PARDO,"CALL. GINZO DE LIMIA, 21",,,21,
7688,11.0,CARABANCHEL,"AVDA. OPORTO, 55",,,55,
7689,9.0,MONCLOA-ARAVACA,"PASEO. FLORIDA, 25",,,25,
7690,7.0,CHAMBERÍ,"CALL. BRAVO MURILLO, 48",,,48,
7691,1.0,CENTRO,"CALL. ALMIRANTE, 5",,,5,
7692,12.0,USERA,"CMNO. PERALES, 23",,,23,
7693,1.0,CENTRO,CALL. FUENCARRAL / CALL. AUGUSTO FIGUEROA,,,43,
7694,12.0,USERA,"CALL. ANTONIO LOPEZ, 149",,,149,
7695,8.0,FUENCARRAL-EL PARDO,GTA. REALES ACADEMIAS / GTA. REALES ACADEMIAS,,,0,
7696,15.0,CIUDAD LINEAL,CALL. JOSE MARIA FERNANDEZ LANSEROS / AVDA. DAROCA,,,15,
7697,15.0,CIUDAD LINEAL,CALL. JOSE SILVA / CALL. SAN NEMESIO,,,19A,
7698,2.0,ARGANZUELA,RONDA. TOLEDO / CALL. SANTOCILDES,,,38,
7699,9.0,MONCLOA-ARAVACA,CALL. FERRAZ / san vicent,,,2,
7700,16.0,HORTALEZA,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,,,4,
7701,21.0,BARAJAS,"GTA. LUXEMBURGO, 2",,,2,
7702,6.0,TETUÁN,CALL. EMILIA / CALL. VIZCAINOS,,,25,
7703,18.0,VILLA DE VALLECAS,"CALL. FRESNO DE CANTESPINO, 34",,,34,
