route_key,linea_id,linea_nombre
0,151,MADRID (Plaza de Castilla) - ALCOBENDAS
1,151,MADRID (Plaza de Castilla) - ALCOBENDAS
2,151,MADRID (Plaza de Castilla) - ALCOBENDAS
3,151,MADRID (Plaza de Castilla) - ALCOBENDAS
4,151,MADRID (Plaza de Castilla) - ALCOBENDAS
5,151,MADRID (Plaza de Castilla) - ALCOBENDAS
6,151,MADRID (Plaza de Castilla) - ALCOBENDAS
7,151,MADRID (Plaza de Castilla) - ALCOBENDAS
8,151,MADRID (Plaza de Castilla) - ALCOBENDAS
9,151,MADRID (Plaza de Castilla) - ALCOBENDAS
10,151,MADRID (Plaza de Castilla) - ALCOBENDAS
11,151,MADRID (Plaza de Castilla) - ALCOBENDAS
12,151,MADRID (Plaza de Castilla) - ALCOBENDAS
13,151,MADRID (Plaza de Castilla) - ALCOBENDAS
14,151,MADRID (Plaza de Castilla) - ALCOBENDAS
15,151,MADRID (Plaza de Castilla) - ALCOBENDAS
16,151,MADRID (Plaza de Castilla) - ALCOBENDAS
17,151,MADRID (Plaza de Castilla) - ALCOBENDAS
18,151,MADRID (Plaza de Castilla) - ALCOBENDAS
19,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
20,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
21,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
22,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
23,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
24,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
25,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
26,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
27,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
28,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
29,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
30,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
31,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
32,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
33,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
34,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
35,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
36,152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja)
37,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
38,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
39,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
40,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
41,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
42,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
43,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
44,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
45,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
46,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
47,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
48,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
49,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
50,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
51,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
52,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
53,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
54,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
55,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
56,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
57,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
58,153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo
59,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
60,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
61,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
62,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
63,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
64,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
65,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
66,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
67,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
68,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
69,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
70,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
71,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
72,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
73,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
74,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
75,154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral)
